# Result of the experimentation: segment4.arg

# With args:
# --> x_size = 100
# --> y_size = 200
# --> init_time_step = 1e-08
# --> space_step = 0.001
# --> CBL_cond = 100
# --> iter_number_solver = 100
# --> iter_number_profiler = 1
# --> nb_of_threads = 12
# --> ->nb_pts = 3
# --> ->abs = 39
# --> ->abs = 129
# --> ->abs = 199
# --> ->ord = 89
# --> ->ord = 89
# --> ->ord = 89
# --> init_cond_type = 1
# --> iter_number_evol_chamber = 1
# --> differential_equation_solver_algo = 4
# --> VDW_a_coef = 0
# --> VDW_b_coef = 0
# --> thermal_conduction = 1
# --> lambda = 0.6
# --> mol_mass = 0.018
# --> dyn_visc = 1e-06
# --> init_chamber_pressure = 937000
# --> init_chamber_temperature = 2000
# --> init_chamber_speed = 0
# --> init_chamber_turb_en = 1e-05
# --> init_chamber_turb_dis = 1e-05
# --> init_atmosphere_pressure = 124000
# --> init_atmosphere_temperature = 300
# --> init_atmosphere_speed = 0
# --> init_atmosphere_turb_en = 1e-06
# --> init_atmosphere_turb_dis = 1e-06

#              time         time_step            thrust      max pressure   max temperature      max vol_mass        max speed0        max speed1       max turb_en      max turb_dis

           1.2e-07             1e-08                 0            124000               300         0.8948761             4e-11      4.497765e-07             1e-06             1e-06
           1.3e-07             1e-08                 0            124000               300         0.8948761      4.333333e-11      4.872492e-07             1e-06             1e-06
           1.4e-07             1e-08                 0            124000               300         0.8948761      4.666666e-11      5.247198e-07             1e-06             1e-06
           1.5e-07             1e-08                 0            124000               300         0.8948761      4.999999e-11      5.621879e-07             1e-06             1e-06
           1.6e-07             1e-08                 0            124000               300         0.8948761      5.333333e-11      5.996536e-07             1e-06             1e-06
           1.7e-07             1e-08                 0            124000               300         0.8948761      5.666666e-11      6.371165e-07             1e-06             1e-06
           1.8e-07             1e-08                 0            124000               300         0.8948761      5.999999e-11      6.745765e-07             1e-06             1e-06
           1.9e-07             1e-08                 0            124000               300         0.8948761      6.333332e-11      7.120334e-07             1e-06             1e-06
             2e-07             1e-08                 0            124000               300         0.8948761      6.666666e-11       7.49487e-07             1e-06             1e-06
           2.1e-07             1e-08                 0            124000               300         0.8948761      6.999999e-11      7.869372e-07             1e-06             1e-06
           2.2e-07             1e-08     3.893436e-208            124000               300         0.8948761      7.333332e-11      8.243837e-07             1e-06             1e-06
           2.3e-07             1e-08    -1.337208e-207            124000               300         0.8948761      7.666665e-11      8.618264e-07             1e-06             1e-06
           2.4e-07             1e-08     1.018513e-205            124000               300         0.8948761      7.999998e-11      8.992652e-07             1e-06             1e-06
           2.5e-07             1e-08     1.699782e-204            124000               300         0.8948761      8.333332e-11      9.366997e-07             1e-06             1e-06
           2.6e-07             1e-08     -7.46481e-204            124000               300         0.8948761      8.666665e-11      9.741299e-07             1e-06             1e-06
           2.7e-07             1e-08    -4.902089e-203            124000               300         0.8948761      8.999998e-11      1.011556e-06             1e-06             1e-06
           2.8e-07             1e-08    -8.901834e-203            124000               300         0.8948761      9.333331e-11      1.048977e-06             1e-06             1e-06
           2.9e-07             1e-08    -4.508685e-202            124000               300         0.8948761      9.666664e-11      1.086393e-06             1e-06             1e-06
             3e-07             1e-08    -1.446158e-201            124000               300         0.8948761      9.999998e-11      1.123804e-06             1e-06             1e-06
           3.1e-07             1e-08     1.243157e-201            124000               300         0.8948761      1.033333e-10      1.161209e-06             1e-06             1e-06
           3.2e-07             1e-08    -2.276668e-201            124000               300         0.8948761      1.066666e-10      1.198609e-06             1e-06             1e-06
           3.3e-07             1e-08      9.59704e-200            124000               300         0.8948761           1.1e-10      1.236004e-06             1e-06             1e-06
           3.4e-07             1e-08    -1.643122e-199            124000               300         0.8948761      1.133333e-10      1.273393e-06             1e-06             1e-06
           3.5e-07             1e-08     5.192555e-199            124000               300         0.8948761      1.166666e-10      1.310776e-06             1e-06             1e-06
           3.6e-07             1e-08     2.026944e-199            124000               300         0.8948761           1.2e-10      1.348152e-06             1e-06             1e-06
           3.7e-07             1e-08      -2.0373e-199            124000               300         0.8948761      1.233333e-10      1.385523e-06             1e-06             1e-06
           3.8e-07             1e-08    -8.425204e-199            124000               300         0.8948761      1.266666e-10      1.422886e-06             1e-06             1e-06
           3.9e-07             1e-08     1.370589e-197            124000               300         0.8948761           1.3e-10      1.460243e-06             1e-06             1e-06
             4e-07             1e-08     5.444812e-197            124000               300         0.8948761      1.333333e-10      1.497594e-06             1e-06             1e-06
           4.1e-07             1e-08     3.720244e-198            124000               300         0.8948761      1.366666e-10      1.534937e-06             1e-06             1e-06
           4.2e-07             1e-08    -8.063524e-198            124000               300         0.8948761           1.4e-10      1.572272e-06             1e-06             1e-06
           4.3e-07             1e-08     3.842534e-197            124000               300         0.8948761      1.433333e-10      1.609601e-06             1e-06             1e-06
           4.4e-07             1e-08     4.131696e-196            124000               300         0.8948761      1.466666e-10      1.646922e-06             1e-06             1e-06
           4.5e-07             1e-08     1.214231e-196            124000               300         0.8948761      1.499999e-10      1.684235e-06             1e-06             1e-06
           4.6e-07             1e-08    -1.758153e-195            124000               300         0.8948761      1.533333e-10       1.72154e-06             1e-06             1e-06
           4.7e-07             1e-08    -2.900884e-195            124000               300         0.8948761      1.566666e-10      1.758836e-06             1e-06             1e-06
           4.8e-07             1e-08    -1.239518e-194            124000               300         0.8948761      1.599999e-10      1.796125e-06             1e-06             1e-06
           4.9e-07             1e-08    -1.135986e-194            124000               300         0.8948761      1.633333e-10      1.833405e-06             1e-06             1e-06
             5e-07             1e-08    -3.134347e-195            124000               300         0.8948761      1.666666e-10      1.870676e-06             1e-06             1e-06
           5.1e-07             1e-08    -5.109509e-195            124000               300         0.8948761      1.699999e-10      1.907939e-06             1e-06             1e-06
           5.2e-07             1e-08    -5.060189e-194            124000               300         0.8948761      1.733333e-10      1.945192e-06             1e-06             1e-06
           5.3e-07             1e-08     -1.10966e-193            124000               300         0.8948761      1.766666e-10      1.982436e-06             1e-06             1e-06
           5.4e-07             1e-08    -8.327685e-194            124000               300         0.8948761      1.799999e-10      2.019671e-06             1e-06             1e-06
           5.5e-07             1e-08    -1.819786e-193            124000               300         0.8948761      1.833333e-10      2.056896e-06             1e-06             1e-06
           5.6e-07             1e-08     8.123566e-194            124000               300         0.8948761      1.866666e-10      2.094111e-06             1e-06             1e-06
           5.7e-07             1e-08       9.1139e-193            124000               300         0.8948761      1.899999e-10      2.131317e-06             1e-06             1e-06
           5.8e-07             1e-08     1.670951e-194            124000               300         0.8948761      1.933332e-10      2.168512e-06             1e-06             1e-06
           5.9e-07             1e-08     2.780933e-193            124000               300         0.8948761      1.966666e-10      2.205697e-06             1e-06             1e-06
             6e-07             1e-08     1.899772e-192            124000               300         0.8948761      1.999999e-10      2.242871e-06             1e-06             1e-06
           6.1e-07             1e-08     3.559334e-192            124000               300         0.8948761      2.033332e-10      2.280035e-06             1e-06             1e-06
           6.2e-07             1e-08     8.530753e-192            124000               300         0.8948761      2.066666e-10      2.317188e-06             1e-06             1e-06
           6.3e-07             1e-08    -6.448906e-192            124000               300         0.8948761      2.099999e-10       2.35433e-06             1e-06             1e-06
           6.4e-07             1e-08    -1.088429e-192            124000               300         0.8948761      2.133332e-10      2.391461e-06             1e-06             1e-06
           6.5e-07             1e-08     2.825408e-192            124000               300         0.8948761      2.166666e-10       2.42858e-06             1e-06             1e-06
           6.6e-07             1e-08     4.608935e-192            124000               300         0.8948761      2.199999e-10      2.465688e-06             1e-06             1e-06
           6.7e-07             1e-08     4.981468e-191            124000               300         0.8948761      2.233332e-10      2.502784e-06             1e-06             1e-06
           6.8e-07             1e-08     1.027329e-190            124000               300         0.8948761      2.266665e-10      2.539868e-06             1e-06             1e-06
           6.9e-07             1e-08     8.948639e-191            124000               300         0.8948761      2.299999e-10       2.57694e-06             1e-06             1e-06
             7e-07             1e-08     1.044366e-190            124000               300         0.8948761      2.333332e-10         2.614e-06             1e-06             1e-06
           7.1e-07             1e-08     4.614858e-190            124000               300         0.8948761      2.366665e-10      2.651047e-06             1e-06             1e-06
           7.2e-07             1e-08     4.533863e-191            124000               300         0.8948761      2.399999e-10      2.688082e-06             1e-06             1e-06
           7.3e-07             1e-08    -4.902896e-190            124000               300         0.8948761      2.433332e-10      2.725104e-06             1e-06             1e-06
           7.4e-07             1e-08     -4.51278e-190            124000               300         0.8948761      2.466665e-10      2.762113e-06             1e-06             1e-06
           7.5e-07             1e-08    -1.711821e-189            124000               300         0.8948761      2.499998e-10      2.799108e-06             1e-06             1e-06
           7.6e-07             1e-08    -1.106685e-189            124000               300         0.8948761      2.533332e-10      2.836091e-06             1e-06             1e-06
           7.7e-07             1e-08    -7.226672e-190            124000               300         0.8948761      2.566665e-10       2.87306e-06             1e-06             1e-06
           7.8e-07             1e-08     1.409893e-189            124000               300         0.8948761      2.599998e-10      2.910015e-06             1e-06             1e-06
           7.9e-07             1e-08    -4.994964e-190            124000               300         0.8948761      2.633332e-10      2.946956e-06             1e-06             1e-06
             8e-07             1e-08    -6.424141e-190            124000               300         0.8948761      2.666665e-10      2.983883e-06             1e-06             1e-06
           8.1e-07             1e-08    -6.686155e-189            124000               300         0.8948761      2.699998e-10      3.020796e-06             1e-06             1e-06
           8.2e-07             1e-08    -1.316916e-189            124000               300         0.8948761      2.733331e-10      3.057695e-06             1e-06             1e-06
           8.3e-07             1e-08    -4.039899e-190            124000               300         0.8948761      2.766665e-10      3.094579e-06             1e-06             1e-06
           8.4e-07             1e-08    -8.224617e-189            124000               300         0.8948761      2.799998e-10      3.131448e-06             1e-06             1e-06
           8.5e-07             1e-08     1.669491e-189            124000               300         0.8948761      2.833331e-10      3.168303e-06             1e-06             1e-06
           8.6e-07             1e-08    -8.043451e-190            124000               300         0.8948761      2.866665e-10      3.205142e-06             1e-06             1e-06
           8.7e-07             1e-08    -5.856356e-189            124000               300         0.8948761      2.899998e-10      3.241966e-06             1e-06             1e-06
           8.8e-07             1e-08    -3.362152e-188            124000               300         0.8948761      2.933331e-10      3.278775e-06             1e-06             1e-06
           8.9e-07             1e-08       -2.767e-188            124000               300         0.8948761      2.966665e-10      3.315567e-06             1e-06             1e-06
             9e-07             1e-08    -1.051651e-188            124000               300         0.8948761      2.999998e-10      3.352345e-06             1e-06             1e-06
           9.1e-07             1e-08     6.809542e-189            124000               300         0.8948761      3.033331e-10      3.389106e-06             1e-06             1e-06
           9.2e-07             1e-08    -5.870487e-188            124000               300         0.8948761      3.066664e-10      3.425851e-06             1e-06             1e-06
           9.3e-07             1e-08     1.152328e-187            124000               300         0.8948761      3.099998e-10      3.462579e-06             1e-06             1e-06
           9.4e-07             1e-08     8.841615e-188            124000               300         0.8948761      3.133331e-10      3.499291e-06             1e-06             1e-06
           9.5e-07             1e-08      1.31991e-187            124000               300         0.8948761      3.166664e-10      3.535987e-06             1e-06             1e-06
           9.6e-07             1e-08     4.040056e-187            124000               300         0.8948761      3.199997e-10      3.572665e-06             1e-06             1e-06
           9.7e-07             1e-08     6.775617e-187            124000               300         0.8948761      3.233331e-10      3.609327e-06             1e-06             1e-06
           9.8e-07             1e-08     2.074789e-187            124000               300         0.8948761      3.266664e-10      3.645971e-06             1e-06             1e-06
           9.9e-07             1e-08      3.42667e-187            124000               300         0.8948761      3.299997e-10      3.682598e-06             1e-06             1e-06
