# Result of the experimentation with args: 1
#                 x                 y           is_wall          pressure            temper          vol_mass           speed_1           speed_2

                16                43                 0          496306.5           1075.98                 1                 0        -0.2168643
                16                44                 0          504964.8          1094.724                 1                 0        -0.2218844
                16                45                 0          513623.1          1113.467                 1                 0        -0.2269045
                16                46                 0          522281.4          1132.211                 1                 0        -0.2319246
                16                47                 0          530939.7          1150.955                 1                 0        -0.2369447
                16                48                 0            539598          1169.698                 1                 0        -0.2419648
                16                49                 0          548256.3          1188.442                 1                 0        -0.2469849
                16                50                 0          556914.6          1207.186                 1                 0         -0.252005
                16                51                 0          565572.9           1225.93                 1                 0        -0.2570251
                16                52                 0          574231.1          1244.673                 1                 0        -0.2620452
                16                53                 0          582889.4          1263.417                 1                 0        -0.2670653
                16                54                 0          591547.8          1282.161                 1                 0        -0.2720854
                16                55                 0            600206          1300.905                 1                 0        -0.2771055
                16                56                 0          608864.3          1319.648                 1                 0        -0.2821256
                16                57                 0          617522.6          1338.392                 1                 0        -0.2871457
                16                58                 0          626180.9          1357.136                 1                 0        -0.2921658
                16                59                 0          634839.2          1375.879                 1                 0        -0.2971859
                16                60                 0          643497.5          1394.623                 1                 0         -0.302206
                16                61                 0          652155.8          1413.367                 1                 0        -0.3072261
                16                62                 0          660814.1          1432.111                 1                 0        -0.3122462
                16                63                 0          669472.4          1450.854                 1                 0        -0.3172663
                16                64                 0          678130.6          1469.598                 1                 0        -0.3222865
                16                65                 0            686789          1488.342                 1                 0        -0.3273065
                16                66                 0          695447.2          1507.085                 1                 0        -0.3323267
                16                67                 0          704105.5          1525.829                 1                 0        -0.3373468
                16                68                 0          712763.8          1544.573                 1                 0        -0.3423668
                16                69                 0          721422.1          1563.317                 1                 0        -0.3473869
                16                70                 0          730080.4           1582.06                 1                 0         -0.352407
                16                71                 0          738738.6          1600.804                 1                 0        -0.3574271
                16                72                 0            747397          1619.548                 1                 0        -0.3624472
                16                73                 0          756055.3          1638.292                 1                 0        -0.3674673
                16                74                 0          764713.6          1657.035                 1                 0        -0.3724874
                16                75                 0          773371.8          1675.779                 1                 0        -0.3775075
                16                76                 0          782030.1          1694.523                 1                 0        -0.3825276
                16                77                 0          790688.5          1713.266                 1                 0        -0.3875478
                16                78                 0          799346.8           1732.01                 1                 0        -0.3925678
                16                79                 0            808005          1750.754                 1                 0         -0.397588
                16                80                 0          816663.3          1769.497                 1                 0        -0.4026081
                16                81                 0          825321.6          1788.241                 1                 0        -0.4076281
                16                82                 0          833979.9          1806.985                 1                 0        -0.4126482
                16                83                 0          842638.1          1825.729                 1                 0        -0.4176683
                16                84                 0          851296.5          1844.472                 1                 0        -0.4226884
                16                85                 0          859954.8          1863.216                 1                 0        -0.4277085
                16                86                 0          868613.1           1881.96                 1                 0        -0.4327286
                16                87                 0          877271.3          1900.703                 1                 0        -0.4377487
                16                88                 0          885929.6          1919.447                 1                 0        -0.4427688
                16                89                 0            894588          1938.191                 1                 0         -0.447789
                16                90                 0          903246.2          1956.935                 1                 0        -0.4528091
                16                91                 0          911904.5          1975.678                 1                 0        -0.4578291
                16                92                 0          920562.8          1994.422                 1                 0        -0.4628493
                16                93                 0          929221.1          2013.166                 1                 0        -0.4678694
                16                94                 0          937879.4           2031.91                 1                 0        -0.4728895
                16                95                 0          946537.6          2050.653                 1                 0        -0.4779095
                16                96                 0            955196          2069.397                 1                 0        -0.4829296
                16                97                 0          963854.3          2088.141                 1                 0        -0.4879497
                16                98                 0          972512.6          2106.885                 1                 0        -0.4929698
                16                99                 0          981170.8          2125.628                 1                 0          -0.49799
                16               100                 0          989829.1          2144.372                 1                 0          -0.50301
                16               101                 0          998487.5          2163.115                 1                 0        -0.5080302
                16               102                 0           1007146          2181.859                 1                 0        -0.5130503
                16               103                 0           1015804          2200.603                 1                 0        -0.5180703
                16               104                 0           1024462          2219.347                 1                 0        -0.5230905
                16               105                 0           1033121           2238.09                 1                 0        -0.5281106
                16               106                 0           1041779          2256.834                 1                 0        -0.5331306
                16               107                 0           1050437          2275.578                 1                 0        -0.5381508
                16               108                 0           1059096          2294.322                 1                 0        -0.5431709
                16               109                 0           1067754          2313.065                 1                 0         -0.548191
                16               110                 0           1076412          2331.809                 1                 0         -0.553211
                16               111                 0           1085070          2350.553                 1                 0        -0.5582311
                16               112                 0           1093729          2369.296                 1                 0        -0.5632513
                16               113                 0           1102387           2388.04                 1                 0        -0.5682713
                16               114                 0           1111045          2406.784                 1                 0        -0.5732915
                16               115                 0           1119704          2425.528                 1                 0        -0.5783116
                16               116                 0           1128362          2444.271                 1                 0        -0.5833316
                16               117                 0           1137020          2463.015                 1                 0        -0.5883518
                16               118                 0           1145678          2481.759                 1                 0        -0.5933719
                16               119                 0           1154337          2500.502                 1                 0         -0.598392
                16               120                 0           1162995          2519.246                 1                 0        -0.6034121
                16               121                 0           1171653           2537.99                 1                 0        -0.6084322
                16               122                 0           1180312          2556.734                 1                 0        -0.6134523
                16               123                 0           1188970          2575.477                 1                 0        -0.6184723
                16               124                 0           1197628          2594.221                 1                 0        -0.6234924
                16               125                 0           1206286          2612.965                 1                 0        -0.6285126
                16               126                 0           1214945          2631.708                 1                 0        -0.6335326
                16               127                 0           1223603          2650.452                 1                 0        -0.6385528
                16               128                 0           1232261          2669.196                 1                 0        -0.6435729
                16               129                 0           1240920           2687.94                 1                 0         -0.648593
                16               130                 0           1249578          2706.683                 1                 0        -0.6536131
                16               131                 0           1258236          2725.427                 1                 0        -0.6586331
                16               132                 0           1266894          2744.171                 1                 0        -0.6636533
                16               133                 0           1275553          2762.915                 1                 0        -0.6686733
                16               134                 0           1284211          2781.658                 1                 0        -0.6736935
                16               135                 0           1292869          2800.402                 1                 0        -0.6787136
                16               136                 0           1301528          2819.146                 1                 0        -0.6837337
                16               137                 0           1310186          2837.889                 1                 0        -0.6887537
                16               138                 0           1318844          2856.633                 1                 0        -0.6937739
                16               139                 0           1327502          2875.377                 1                 0        -0.6987939
                16               140                 0           1336161          2894.121                 1                 0        -0.7038141
                16               141                 0           1315616          2849.644                 1                 0         -0.691902
                16               142                 0           1295070          2805.167                 1                 0        -0.6799899
                16               143                 0           1274525          2760.691                 1                 0        -0.6680778
                16               144                 0           1253980          2716.214                 1                 0        -0.6561657
                16               145                 0           1233435          2671.738                 1                 0        -0.6442536
                16               146                 0           1212890          2627.261                 1                 0        -0.6323415
                16               147                 0           1192345          2582.784                 1                 0        -0.6204293
                16               148                 0           1171800          2538.308                 1                 0        -0.6085173
                16               149                 0           1151255          2493.831                 1                 0        -0.5966051
                16               150                 0           1130710          2449.354                 1                 0         -0.584693
                16               151                 0           1110165          2404.878                 1                 0         -0.572781
                16               152                 0           1089620          2360.401                 1                 0        -0.5608689
                16               153                 0           1069074          2315.925                 1                 0        -0.5489568
                16               154                 0           1048529          2271.448                 1                 0        -0.5370446
                16               155                 0           1027984          2226.971                 1                 0        -0.5251325
                16               156                 0           1007439          2182.495                 1                 0        -0.5132204
                16               157                 0          986894.1          2138.018                 1                 0        -0.5013083
                16               158                 0            966349          2093.542                 1                 0        -0.4893962
                16               159                 0          945803.9          2049.065                 1                 0        -0.4774841
                16               160                 0          925258.8          2004.588                 1                 0         -0.465572
                16               161                 0          904713.7          1960.112                 1                 0        -0.4536599
                16               162                 0          884168.6          1915.635                 1                 0        -0.4417478
                16               163                 0          863623.5          1871.158                 1                 0        -0.4298357
                16               164                 0          843078.4          1826.682                 1                 0        -0.4179236
                16               165                 0          822533.3          1782.205                 1                 0        -0.4060115
                16               166                 0          801988.2          1737.728                 1                 0        -0.3940994
                16               167                 0          781443.1          1693.252                 1                 0        -0.3821873
                16               168                 0          760898.1          1648.775                 1                 0        -0.3702752
                16               169                 0          740352.9          1604.299                 1                 0        -0.3583631
                16               170                 0          719807.8          1559.822                 1                 0         -0.346451
                16               171                 0          699262.7          1515.345                 1                 0        -0.3345389
                16               172                 0          678717.6          1470.869                 1                 0        -0.3226268
                16               173                 0          658172.6          1426.392                 1                 0        -0.3107147
                16               174                 0          637627.4          1381.916                 1                 0        -0.2988026
                16               175                 0          617082.3          1337.439                 1                 0        -0.2868905
                16               176                 0          596537.2          1292.962                 1                 0        -0.2749783
                16               177                 0          575992.1          1248.486                 1                 0        -0.2630663
                16               178                 0          555447.1          1204.009                 1                 0        -0.2511542
                16               179                 0          534901.9          1159.532                 1                 0         -0.239242
                16               180                 0          514356.8          1115.056                 1                 0          -0.22733
                16               181                 0          493811.8          1070.579                 1                 0        -0.2154179
                16               182                 0          473266.7          1026.103                 1                 0        -0.2035058
                16               183                 0          452721.6          981.6259                 1                 0        -0.1915937
                16               184                 0          432176.5          937.1493                 1                 0        -0.1796815
                16               185                 0          411631.3          892.6727                 1                 0        -0.1677694
                16               186                 0          391086.3           848.196                 1                 0        -0.1558573
                16               187                 0          370541.2          803.7194                 1                 0        -0.1439452
                16               188                 0          349996.1          759.2429                 1                 0        -0.1320331
                16               189                 0            329451          714.7662                 1                 0         -0.120121
                16               190                 0          308905.9          670.2896                 1                 0        -0.1082089
                16               191                 0          288360.8           625.813                 1                 0       -0.09629682
                16               192                 0          267815.7          581.3364                 1                 0       -0.08438472
                16               193                 0          247270.6          536.8597                 1                 0       -0.07247262
                16               194                 0          226725.5          492.3831                 1                 0       -0.06056051
                16               195                 0          206180.4          447.9065                 1                 0       -0.04864841
                16               196                 0          185635.3          403.4298                 1                 0       -0.03673631
                16               197                 0          165090.2          358.9532                 1                 0       -0.02482421
                16               198                 0          144545.1          314.4766                 1                 0        -0.0129121
                16               199                 0            124000               270                 1                 0            -0.001

                17                 0                 0            124000               270                 1                 0            -0.001
                17                 1                 0          132658.3          288.7437                 1                 0        -0.0060201
                17                 2                 0          141316.6          307.4874                 1                 0        -0.0110402
                17                 3                 0          149974.9          326.2312                 1                 0        -0.0160603
                17                 4                 0          158633.2          344.9749                 1                 0        -0.0210804
                17                 5                 0          167291.5          363.7186                 1                 0        -0.0261005
                17                 6                 0          175949.8          382.4623                 1                 0        -0.0311206
                17                 7                 0            184608           401.206                 1                 0        -0.0361407
                17                 8                 0          193266.3          419.9497                 1                 0        -0.0411608
                17                 9                 0          201924.6          438.6935                 1                 0        -0.0461809
                17                10                 0          210582.9          457.4372                 1                 0         -0.051201
                17                11                 0          219241.2          476.1809                 1                 0       -0.05622111
                17                12                 0          227899.5          494.9246                 1                 0       -0.06124121
                17                13                 0          236557.8          513.6683                 1                 0       -0.06626131
                17                14                 0          245216.1           532.412                 1                 0       -0.07128141
                17                15                 0          253874.4          551.1558                 1                 0       -0.07630151
                17                16                 0          262532.7          569.8995                 1                 0       -0.08132161
                17                17                 0            271191          588.6432                 1                 0        -0.0863417
                17                18                 0          279849.2           607.387                 1                 0       -0.09136181
                17                19                 0          288507.5          626.1307                 1                 0       -0.09638191
                17                20                 0          297165.8          644.8744                 1                 0         -0.101402
                17                21                 0          305824.1          663.6181                 1                 0        -0.1064221
                17                22                 0          314482.4          682.3618                 1                 0        -0.1114422
                17                23                 0          323140.7          701.1055                 1                 0        -0.1164623
                17                24                 0            331799          719.8492                 1                 0        -0.1214824
                17                25                 0          340457.3           738.593                 1                 0        -0.1265025
                17                26                 0          349115.6          757.3367                 1                 0        -0.1315226
                17                27                 0          357773.9          776.0804                 1                 0        -0.1365427
                17                28                 0          366432.2          794.8241                 1                 0        -0.1415628
                17                29                 0          375090.4          813.5678                 1                 0        -0.1465829
                17                30                 0          383748.8          832.3116                 1                 0         -0.151603
                17                31                 0            392407          851.0553                 1                 0        -0.1566231
                17                32                 0          401065.3           869.799                 1                 0        -0.1616432
                17                33                 0          409723.6          888.5427                 1                 0        -0.1666633
                17                34                 0          418381.9          907.2864                 1                 0        -0.1716834
                17                35                 0          427040.2          926.0302                 1                 0        -0.1767035
                17                36                 0          435698.5          944.7739                 1                 0        -0.1817236
                17                37                 0          444356.8          963.5176                 1                 0        -0.1867437
                17                38                 0          453015.1          982.2613                 1                 0        -0.1917638
                17                39                 0          461673.4          1001.005                 1                 0        -0.1967839
                17                40                 0          470331.7          1019.749                 1                 0         -0.201804
                17                41                 0          478989.9          1038.492                 1                 0        -0.2068241
                17                42                 0          487648.2          1057.236                 1                 0        -0.2118442
                17                43                 0          496306.5           1075.98                 1                 0        -0.2168643
                17                44                 0          504964.8          1094.724                 1                 0        -0.2218844
                17                45                 0          513623.1          1113.467                 1                 0        -0.2269045
                17                46                 0          522281.4          1132.211                 1                 0        -0.2319246
                17                47                 0          530939.7          1150.955                 1                 0        -0.2369447
                17                48                 0            539598          1169.698                 1                 0        -0.2419648
                17                49                 0          548256.3          1188.442                 1                 0        -0.2469849
                17                50                 0          556914.6          1207.186                 1                 0         -0.252005
                17                51                 0          565572.9           1225.93                 1                 0        -0.2570251
                17                52                 0          574231.1          1244.673                 1                 0        -0.2620452
                17                53                 0          582889.4          1263.417                 1                 0        -0.2670653
                17                54                 0          591547.8          1282.161                 1                 0        -0.2720854
                17                55                 0            600206          1300.905                 1                 0        -0.2771055
                17                56                 0          608864.3          1319.648                 1                 0        -0.2821256
                17                57                 0          617522.6          1338.392                 1                 0        -0.2871457
                17                58                 0          626180.9          1357.136                 1                 0        -0.2921658
                17                59                 0          634839.2          1375.879                 1                 0        -0.2971859
                17                60                 0          643497.5          1394.623                 1                 0         -0.302206
                17                61                 0          652155.8          1413.367                 1                 0        -0.3072261
                17                62                 0          660814.1          1432.111                 1                 0        -0.3122462
                17                63                 0          669472.4          1450.854                 1                 0        -0.3172663
                17                64                 0          678130.6          1469.598                 1                 0        -0.3222865
                17                65                 0            686789          1488.342                 1                 0        -0.3273065
                17                66                 0          695447.2          1507.085                 1                 0        -0.3323267
                17                67                 0          704105.5          1525.829                 1                 0        -0.3373468
                17                68                 0          712763.8          1544.573                 1                 0        -0.3423668
                17                69                 0          721422.1          1563.317                 1                 0        -0.3473869
                17                70                 0          730080.4           1582.06                 1                 0         -0.352407
                17                71                 0          738738.6          1600.804                 1                 0        -0.3574271
                17                72                 0            747397          1619.548                 1                 0        -0.3624472
                17                73                 0          756055.3          1638.292                 1                 0        -0.3674673
                17                74                 0          764713.6          1657.035                 1                 0        -0.3724874
                17                75                 0          773371.8          1675.779                 1                 0        -0.3775075
                17                76                 0          782030.1          1694.523                 1                 0        -0.3825276
                17                77                 0          790688.5          1713.266                 1                 0        -0.3875478
                17                78                 0          799346.8           1732.01                 1                 0        -0.3925678
                17                79                 0            808005          1750.754                 1                 0         -0.397588
                17                80                 0          816663.3          1769.497                 1                 0        -0.4026081
                17                81                 0          825321.6          1788.241                 1                 0        -0.4076281
                17                82                 0          833979.9          1806.985                 1                 0        -0.4126482
                17                83                 0          842638.1          1825.729                 1                 0        -0.4176683
                17                84                 0          851296.5          1844.472                 1                 0        -0.4226884
                17                85                 0          859954.8          1863.216                 1                 0        -0.4277085
                17                86                 0          868613.1           1881.96                 1                 0        -0.4327286
                17                87                 0          877271.3          1900.703                 1                 0        -0.4377487
                17                88                 0          885929.6          1919.447                 1                 0        -0.4427688
                17                89                 0            894588          1938.191                 1                 0         -0.447789
                17                90                 0          903246.2          1956.935                 1                 0        -0.4528091
                17                91                 0          911904.5          1975.678                 1                 0        -0.4578291
                17                92                 0          920562.8          1994.422                 1                 0        -0.4628493
                17                93                 0          929221.1          2013.166                 1                 0        -0.4678694
                17                94                 0          937879.4           2031.91                 1                 0        -0.4728895
                17                95                 0          946537.6          2050.653                 1                 0        -0.4779095
                17                96                 0            955196          2069.397                 1                 0        -0.4829296
                17                97                 0          963854.3          2088.141                 1                 0        -0.4879497
                17                98                 0          972512.6          2106.885                 1                 0        -0.4929698
                17                99                 0          981170.8          2125.628                 1                 0          -0.49799
                17               100                 0          989829.1          2144.372                 1                 0          -0.50301
                17               101                 0          998487.5          2163.115                 1                 0        -0.5080302
                17               102                 0           1007146          2181.859                 1                 0        -0.5130503
                17               103                 0           1015804          2200.603                 1                 0        -0.5180703
                17               104                 0           1024462          2219.347                 1                 0        -0.5230905
                17               105                 0           1033121           2238.09                 1                 0        -0.5281106
                17               106                 0           1041779          2256.834                 1                 0        -0.5331306
                17               107                 0           1050437          2275.578                 1                 0        -0.5381508
                17               108                 0           1059096          2294.322                 1                 0        -0.5431709
                17               109                 0           1067754          2313.065                 1                 0         -0.548191
                17               110                 0           1076412          2331.809                 1                 0         -0.553211
                17               111                 0           1085070          2350.553                 1                 0        -0.5582311
                17               112                 0           1093729          2369.296                 1                 0        -0.5632513
                17               113                 0           1102387           2388.04                 1                 0        -0.5682713
                17               114                 0           1111045          2406.784                 1                 0        -0.5732915
                17               115                 0           1119704          2425.528                 1                 0        -0.5783116
                17               116                 0           1128362          2444.271                 1                 0        -0.5833316
                17               117                 0           1137020          2463.015                 1                 0        -0.5883518
                17               118                 0           1145678          2481.759                 1                 0        -0.5933719
                17               119                 0           1154337          2500.502                 1                 0         -0.598392
                17               120                 0           1162995          2519.246                 1                 0        -0.6034121
                17               121                 0           1171653           2537.99                 1                 0        -0.6084322
                17               122                 0           1180312          2556.734                 1                 0        -0.6134523
                17               123                 0           1188970          2575.477                 1                 0        -0.6184723
                17               124                 0           1197628          2594.221                 1                 0        -0.6234924
                17               125                 0           1206286          2612.965                 1                 0        -0.6285126
                17               126                 0           1214945          2631.708                 1                 0        -0.6335326
                17               127                 0           1223603          2650.452                 1                 0        -0.6385528
                17               128                 0           1232261          2669.196                 1                 0        -0.6435729
                17               129                 0           1240920           2687.94                 1                 0         -0.648593
                17               130                 0           1249578          2706.683                 1                 0        -0.6536131
                17               131                 0           1258236          2725.427                 1                 0        -0.6586331
                17               132                 0           1266894          2744.171                 1                 0        -0.6636533
                17               133                 0           1275553          2762.915                 1                 0        -0.6686733
                17               134                 0           1284211          2781.658                 1                 0        -0.6736935
                17               135                 0           1292869          2800.402                 1                 0        -0.6787136
                17               136                 0           1301528          2819.146                 1                 0        -0.6837337
                17               137                 0           1310186          2837.889                 1                 0        -0.6887537
                17               138                 0           1318844          2856.633                 1                 0        -0.6937739
                17               139                 0           1327502          2875.377                 1                 0        -0.6987939
                17               140                 0           1336161          2894.121                 1                 0        -0.7038141
                17               141                 0           1315616          2849.644                 1                 0         -0.691902
                17               142                 0           1295070          2805.167                 1                 0        -0.6799899
                17               143                 0           1274525          2760.691                 1                 0        -0.6680778
                17               144                 0           1253980          2716.214                 1                 0        -0.6561657
                17               145                 0           1233435          2671.738                 1                 0        -0.6442536
                17               146                 0           1212890          2627.261                 1                 0        -0.6323415
                17               147                 0           1192345          2582.784                 1                 0        -0.6204293
                17               148                 0           1171800          2538.308                 1                 0        -0.6085173
                17               149                 0           1151255          2493.831                 1                 0        -0.5966051
                17               150                 0           1130710          2449.354                 1                 0         -0.584693
                17               151                 0           1110165          2404.878                 1                 0         -0.572781
                17               152                 0           1089620          2360.401                 1                 0        -0.5608689
                17               153                 0           1069074          2315.925                 1                 0        -0.5489568
